Partij,Jaar,Zetels
RKSP,1939,16
RKSP,1940,16
RKSP,1941,16
RKSP,1942,16
RKSP,1943,16
RKSP,1944,16
RKSP,1945,16
RKSP,1946,0
RKSP,1947,0
RKSP,1948,0
RKSP,1949,0
RKSP,1950,0
RKSP,1951,0
RKSP,1952,0
RKSP,1953,0
RKSP,1954,0
RKSP,1955,0
RKSP,1956,0
AB,1888,0
AB,1889,0
AB,1890,0
AB,1891,0
AB,1892,0
AB,1893,0
AB,1894,0
AB,1895,0
AB,1896,0
AB,1897,0
AB,1898,0
AB,1899,0
AB,1900,0
AB,1901,0
AB,1902,0
AB,1903,0
AB,1904,0
AB,1905,0
AB,1906,0
AB,1907,0
AB,1908,0
AB,1909,0
AB,1910,0
AB,1911,0
AB,1912,0
AB,1913,0
AB,1914,0
AB,1915,0
AB,1916,0
AB,1917,0
AB,1918,0
AB,1919,0
AB,1920,0
AB,1921,0
AB,1922,0
AB,1923,16
AB,1924,16
AB,1925,16
AB,1926,0
AB,1927,0
AB,1928,0
AB,1929,0
AB,1930,0
AB,1931,0
AB,1932,0
AB,1933,0
AB,1934,0
AB,1935,0
AB,1936,0
AB,1937,0
AB,1938,0
AB,1939,0
AB,1940,0
AB,1941,0
AB,1942,0
AB,1943,0
AB,1944,0
AB,1945,0
AB,1946,0
AB,1947,0
AB,1948,0
AB,1949,0
AB,1950,0
AB,1951,0
AB,1952,0
AB,1953,0
AB,1954,0
AB,1955,0
AB,1956,0
PvdA,1888,0
PvdA,1889,0
PvdA,1890,0
PvdA,1891,0
PvdA,1892,0
PvdA,1893,0
PvdA,1894,0
PvdA,1895,0
PvdA,1896,0
PvdA,1897,0
PvdA,1898,0
PvdA,1899,0
PvdA,1900,0
PvdA,1901,0
PvdA,1902,0
PvdA,1903,0
PvdA,1904,0
PvdA,1905,0
PvdA,1906,0
PvdA,1907,0
PvdA,1908,0
PvdA,1909,0
PvdA,1910,0
PvdA,1911,0
PvdA,1912,0
PvdA,1913,0
PvdA,1914,0
PvdA,1915,0
PvdA,1916,0
PvdA,1917,0
PvdA,1918,0
PvdA,1919,0
PvdA,1920,0
PvdA,1921,0
PvdA,1922,0
PvdA,1923,0
PvdA,1924,0
PvdA,1925,0
PvdA,1926,0
PvdA,1927,0
PvdA,1928,0
PvdA,1929,0
PvdA,1930,0
PvdA,1931,0
PvdA,1932,0
PvdA,1933,0
PvdA,1934,0
PvdA,1935,0
PvdA,1936,0
PvdA,1937,0
PvdA,1938,0
PvdA,1939,0
PvdA,1940,0
PvdA,1941,0
PvdA,1942,0
PvdA,1943,0
PvdA,1944,0
PvdA,1945,0
PvdA,1946,14
PvdA,1947,14
PvdA,1948,14
PvdA,1949,14
PvdA,1950,14
PvdA,1951,14
PvdA,1952,14
PvdA,1953,14
PvdA,1954,14
PvdA,1955,14
PvdA,1956,14
